subject,run,axis,gastric_peak_Hz,n_timepoints,ss_total_raw,ss_total_rsfMRI,ss_total_gastric_band,ss_explained_raw,ss_explained_rsfMRI,ss_explained_gastric,pvaf_total_pct,pvaf_rsfMRI_pct,pvaf_gastric_band_pct,motion_power_in_rsfMRI_band_frac,motion_power_in_gastric_band_frac,pvaf_total_null_median_pct,pvaf_total_null_mean_pct,pvaf_total_null_p95_pct,pvaf_total_excess_pct,n_null
LA,1,trans_x,0.05074074074074074,450,0.1481937875777778,0.033478149800519906,0.0032394898851945443,3.303627067838266e-05,1.2864887118983759e-05,4.9800474903057e-05,0.0222926151077986,0.03842771239043793,1.5372937304314591,0.5198519822942749,0.06054886952174242,0.16308812873390488,0.2818016763435563,0.7382506440174528,-0.1407955136261063,70
LA,1,trans_y,0.05074074074074074,450,0.8470749593111112,0.5482687026486576,0.10679314410478004,0.0030047152212098194,0.0030895928555515484,0.001748876297413951,0.3547165676640261,0.5635180050631899,1.637629748683157,0.6647051761224348,0.17387193169371928,0.26855347158534465,0.370540323094744,1.1741325219216634,0.08616309607868142,70
LA,1,trans_z,0.05074074074074074,450,0.3359709753111111,0.04783994358050403,0.009885325133998915,0.00020293303444163246,0.00024869749393095775,0.00023925705845600533,0.06040195414312658,0.5198532341754437,2.4203256363629446,0.4329218505869153,0.1084432454715853,0.13378029585398762,0.195255267098521,0.569138379604751,-0.07337834171086105,70
LA,1,rot_x,0.05074074074074074,450,0.4042406223111112,0.23361437770855747,0.06333607079586864,0.006428553892047939,0.00650890277328775,0.00733555779358383,1.5902790410559982,2.7861738807051704,11.581959065989805,0.5744048188413764,0.2043270763130254,0.6161287495764592,0.9464288083099446,2.630710642982369,0.9741502914795389,70
LA,1,rot_y,0.05074074074074074,450,0.17539642500000002,0.0227181960454885,0.0030041489279629043,3.316895635796513e-05,0.00014871867177967957,0.0001086949317319996,0.018910850867094427,0.6546235954734306,3.6181605618901527,0.283441263772791,0.03190983536870108,0.11060131431415038,0.19353810730793977,0.628216631810336,-0.09169046344705595,70
LA,1,rot_z,0.05074074074074074,450,0.3611391094444445,0.2146360151216539,0.061859452236105505,0.0049732729334674985,0.004555520790358619,0.00475143315386569,1.3771072706908134,2.122440070356593,7.681013947117401,0.562637705042146,0.2108698967093442,0.49301481709993444,0.7927128638595642,2.926797924571644,0.884092453590879,70
LA,1,FD_Power2012,0.05074074074074074,450,1.1270545281310884,,,0.0014692638993827334,,,0.13036316014089447,,,,,0.34573052353166706,0.5154841642616509,1.2063092357898986,-0.2153673633907726,70
LA,2,trans_x,0.05592592592592592,450,0.2612526322,0.08839571346088267,0.01572310505684003,0.00017884441531051953,0.0001916761001796996,0.00020770223737536994,0.06845650273625054,0.21683868218849903,1.321000124495213,0.5046469927709585,0.10702342899609703,0.2692823839724711,0.38277454983274484,1.184883918474063,-0.20082588123622058,70
LA,2,trans_y,0.05592592592592592,450,1.4689323449111111,0.9388048316217597,0.1710798866996623,0.00033235221932614856,4.041436767476814e-05,8.94499602916432e-05,0.022625427268827693,0.004304874273490201,0.0522854918934312,0.5528730931626535,0.1336672352954544,0.35896223496011814,0.5254792275439779,1.8984962820065399,-0.3363368076912905,70
LA,2,trans_z,0.05592592592592592,450,0.37753307957777776,0.08150733248768827,0.010761383962419682,0.0009564337146997226,0.001090720915876628,0.0006155139388862793,0.25333772494038687,1.3381874766192132,5.719654098726925,0.3981896454420865,0.06931626102375489,0.14700152214287687,0.23263903994745608,0.8041175990528348,0.10633620279751001,70
